epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,8374.23,1.01678,1.9724,0.14809,0.60187,0.91187,0.96947,0.95973,0.9859,0.73057,0.85873,0.84981,0.80377,0.68898,0.91761,1.83767,0.04495,0.53279,0.89852,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,8466.73,0.99709,2.028,0.13739,0.59232,0.90623,0.97227,0.9597,0.97954,0.73607,0.83708,0.82997,0.75446,0.66158,0.92003,2.04599,0.0463,0.52408,0.89927,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,8559.37,1.01045,1.93998,0.14539,0.5952,0.90353,0.98179,0.95079,0.98214,0.73067,0.87055,0.84694,0.8065,0.70899,0.92006,1.77643,0.04702,0.52152,0.89863,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,8652.05,0.98575,1.83509,0.14224,0.58126,0.89862,0.98341,0.95466,0.9871,0.73836,0.87279,0.84761,0.80174,0.70486,0.90315,1.757,0.04489,0.51236,0.89587,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,8744.07,0.97085,1.89297,0.13599,0.57551,0.89949,0.98161,0.94962,0.98079,0.7431,0.87258,0.84635,0.8018,0.70692,0.89055,1.75778,0.04553,0.51085,0.89433,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,8836.4,0.97415,1.76024,0.13326,0.57977,0.89892,0.97384,0.9534,0.97821,0.74221,0.87049,0.84652,0.80754,0.7118,0.88706,1.76312,0.04514,0.51621,0.89377,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,8929.12,0.98946,1.84247,0.14229,0.59164,0.89789,0.97923,0.94207,0.97851,0.73583,0.85891,0.85894,0.79761,0.69934,0.90277,1.77986,0.04655,0.52718,0.89148,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,9021.59,0.97131,1.73854,0.13799,0.56961,0.89861,0.97598,0.95844,0.98276,0.74713,0.87815,0.8532,0.81705,0.71828,0.88172,1.68987,0.04541,0.50886,0.88985,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,9113.96,0.95501,1.76686,0.1388,0.5628,0.89356,0.96953,0.96176,0.98068,0.74654,0.87922,0.86146,0.81895,0.72424,0.87761,1.67513,0.04448,0.50484,0.88804,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,9206.69,0.964,1.79052,0.13897,0.56851,0.89051,0.97922,0.9597,0.98162,0.74799,0.8833,0.86749,0.82543,0.73514,0.86937,1.59108,0.04242,0.50926,0.88299,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,9299,0.95645,1.72296,0.14698,0.5674,0.89333,0.9856,0.94809,0.98116,0.74534,0.87674,0.86272,0.82602,0.72933,0.87495,1.68971,0.04435,0.50614,0.88647,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,9391.53,0.94697,1.63793,0.1264,0.55695,0.88769,0.98433,0.94966,0.98175,0.74372,0.87403,0.84766,0.80173,0.71141,0.8745,1.76581,0.04426,0.50292,0.88316,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,9483.81,0.9439,1.79248,0.13507,0.56081,0.88844,0.9719,0.96348,0.9836,0.74892,0.88749,0.8643,0.82625,0.73762,0.86443,1.56509,0.04199,0.50314,0.8858,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,9576.4,0.95107,1.74643,0.12954,0.56181,0.89153,0.98189,0.95603,0.98545,0.74383,0.883,0.85642,0.8115,0.72224,0.8756,1.70348,0.0428,0.50292,0.88695,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,9668.31,0.94837,1.73856,0.13751,0.56187,0.89488,0.97551,0.95311,0.98675,0.74419,0.86544,0.8586,0.80693,0.72142,0.86829,1.71999,0.04401,0.49722,0.88538,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,9760.43,0.94411,1.77292,0.13675,0.56031,0.89425,0.98097,0.95718,0.98898,0.75435,0.87661,0.85893,0.81189,0.721,0.85212,1.67261,0.04349,0.49443,0.88113,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,9852.94,0.92942,1.6884,0.13198,0.55302,0.88693,0.97938,0.95592,0.98846,0.75236,0.86801,0.85313,0.80426,0.7178,0.8576,1.70557,0.04263,0.48783,0.88236,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,9946.05,0.92841,1.59455,0.13425,0.55428,0.89055,0.98084,0.95214,0.98136,0.74959,0.87216,0.84887,0.8044,0.71665,0.86374,1.71014,0.04198,0.4962,0.87845,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,10038.8,0.94636,1.69299,0.13036,0.55558,0.89134,0.98579,0.96101,0.98828,0.75154,0.86297,0.83879,0.78025,0.69435,0.85819,1.87751,0.04192,0.49405,0.8803,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,10131.9,0.92681,1.69678,0.131,0.55033,0.8908,0.98055,0.9522,0.98269,0.75127,0.88555,0.85139,0.81349,0.73221,0.8511,1.65129,0.04082,0.48845,0.88041,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,10224.5,0.93685,1.64152,0.13027,0.55317,0.88674,0.97026,0.95718,0.98127,0.74511,0.85357,0.85013,0.79406,0.71455,0.8633,1.80722,0.04166,0.49434,0.88288,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,10316.9,0.93684,1.63023,0.13148,0.55456,0.88766,0.98173,0.95592,0.98549,0.75526,0.85045,0.84635,0.78106,0.70665,0.8581,1.8185,0.04141,0.48892,0.88383,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,10409.6,0.92157,1.56373,0.13465,0.54681,0.88757,0.98147,0.9534,0.98265,0.75883,0.87376,0.85642,0.82602,0.74117,0.85045,1.62406,0.04129,0.48286,0.88145,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,10501.8,0.92376,1.59147,0.12349,0.55061,0.88023,0.98067,0.95854,0.9887,0.75749,0.88248,0.87657,0.83038,0.7442,0.8464,1.51137,0.04006,0.48619,0.8772,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,10594.2,0.92189,1.56471,0.12869,0.54834,0.88593,0.98214,0.95718,0.98662,0.76123,0.88401,0.86387,0.82548,0.74523,0.84106,1.51217,0.04122,0.48133,0.87614,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,10686.1,0.91326,1.63555,0.13212,0.54557,0.88337,0.98818,0.94768,0.98636,0.76266,0.87945,0.8665,0.832,0.74998,0.84161,1.57584,0.04114,0.48528,0.87711,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,10780.1,0.91591,1.5726,0.12646,0.54006,0.88261,0.98428,0.95592,0.98596,0.75525,0.87993,0.87406,0.83075,0.74797,0.83391,1.54553,0.03976,0.48053,0.87345,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,10872.2,0.90483,1.51618,0.13091,0.54031,0.88337,0.98176,0.95844,0.98779,0.75543,0.88951,0.88161,0.84302,0.75767,0.83709,1.47771,0.04028,0.47213,0.8762,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,10965.4,0.9181,1.55996,0.12191,0.53991,0.88605,0.9767,0.96599,0.98322,0.75691,0.8755,0.8768,0.82926,0.74457,0.8385,1.54711,0.04029,0.47521,0.87594,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,11057.4,0.91429,1.55638,0.12544,0.53824,0.88565,0.97826,0.96322,0.98298,0.75926,0.88978,0.88413,0.84349,0.75756,0.83085,1.49456,0.03985,0.47074,0.87519,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,11149.9,0.90995,1.5604,0.12666,0.53461,0.87977,0.97222,0.96975,0.98262,0.76496,0.87704,0.88039,0.83154,0.74957,0.82463,1.5483,0.04105,0.47185,0.87312,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,11242,0.89886,1.50693,0.12518,0.53186,0.88029,0.97877,0.96348,0.98287,0.76245,0.87943,0.8728,0.81612,0.73304,0.82432,1.57203,0.04221,0.47064,0.876,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,11334.7,0.89453,1.57378,0.12667,0.53002,0.87947,0.97823,0.96213,0.98204,0.75793,0.88201,0.87553,0.82417,0.74622,0.82149,1.56913,0.04016,0.47199,0.87242,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,11428.3,0.89718,1.4994,0.12965,0.53065,0.88105,0.98292,0.9534,0.98672,0.76461,0.87171,0.87783,0.81894,0.73677,0.82275,1.55602,0.04149,0.47142,0.87426,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,11521.4,0.8849,1.46247,0.12506,0.5236,0.87472,0.97094,0.96474,0.9887,0.76494,0.86864,0.86611,0.81228,0.74052,0.81249,1.59907,0.03983,0.46827,0.87262,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,11614,0.8943,1.43482,0.11937,0.52561,0.87189,0.98497,0.95844,0.98961,0.76722,0.88217,0.87657,0.83724,0.75727,0.81601,1.49324,0.04087,0.46354,0.87332,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,11707.1,0.89979,1.49901,0.12937,0.52874,0.8781,0.97208,0.96477,0.98881,0.76512,0.88726,0.87909,0.8363,0.76454,0.8155,1.46891,0.03887,0.4648,0.87212,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,11801,0.8859,1.47564,0.12619,0.52445,0.87967,0.98701,0.95732,0.98315,0.7689,0.89146,0.86891,0.82683,0.75644,0.81273,1.49523,0.03834,0.46166,0.8706,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,11893.7,0.8746,1.44703,0.1202,0.52052,0.87565,0.98193,0.95837,0.98913,0.77136,0.88527,0.88437,0.8314,0.75626,0.82137,1.49817,0.03893,0.46327,0.87165,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,11986.8,0.87605,1.39931,0.11691,0.51853,0.87266,0.98328,0.96287,0.99095,0.77468,0.88812,0.87981,0.83167,0.75257,0.81568,1.48066,0.03907,0.45854,0.86936,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,12079.8,0.8695,1.35653,0.121,0.51702,0.87031,0.96981,0.97105,0.99215,0.77294,0.87731,0.87154,0.83213,0.75734,0.80058,1.50571,0.03961,0.4524,0.86957,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,12172.9,0.86446,1.39857,0.11837,0.51802,0.87264,0.97587,0.9677,0.98354,0.7711,0.88226,0.87772,0.82827,0.74843,0.8055,1.55641,0.03811,0.45435,0.869,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,12265.6,0.86416,1.36496,0.12051,0.51218,0.87053,0.97345,0.96989,0.98741,0.77049,0.8872,0.88917,0.84623,0.77006,0.80862,1.43651,0.03831,0.45546,0.86899,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,12358.6,0.86543,1.37167,0.12182,0.51365,0.87068,0.97831,0.96725,0.98792,0.76912,0.88585,0.88413,0.83008,0.75466,0.81059,1.54372,0.03835,0.44984,0.86916,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,12450.8,0.86387,1.36081,0.11912,0.51322,0.87011,0.98697,0.96222,0.98907,0.76728,0.89637,0.88665,0.83872,0.7664,0.80853,1.41233,0.03827,0.45148,0.86938,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,12542.9,0.86581,1.38802,0.12085,0.51221,0.87216,0.9724,0.96977,0.98995,0.77109,0.89968,0.89295,0.84398,0.77078,0.80671,1.41925,0.03706,0.44829,0.87157,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,12635.4,0.85716,1.37508,0.11141,0.50946,0.86695,0.98323,0.96018,0.98846,0.76756,0.89312,0.88406,0.84296,0.77189,0.80435,1.41824,0.03678,0.44816,0.8718,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,12727.1,0.86025,1.3315,0.11978,0.51107,0.8707,0.97856,0.96599,0.98889,0.76988,0.8967,0.8855,0.84803,0.77653,0.80364,1.39572,0.03688,0.45072,0.87025,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,12819.6,0.86979,1.44964,0.1232,0.50957,0.87194,0.98567,0.96348,0.98785,0.77121,0.9022,0.88791,0.84413,0.77943,0.80075,1.36405,0.03755,0.44774,0.86777,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,12911.7,0.85067,1.3127,0.1164,0.50015,0.86583,0.98286,0.96725,0.98914,0.77135,0.89792,0.8863,0.84206,0.77224,0.79732,1.40528,0.03656,0.44871,0.86879,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,13003.5,0.84841,1.29942,0.11691,0.50497,0.8674,0.98459,0.96564,0.98824,0.7697,0.89337,0.88917,0.84795,0.77421,0.79911,1.42756,0.03653,0.44888,0.86705,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,13096.1,0.84408,1.2721,0.11222,0.50207,0.86715,0.98344,0.97209,0.99014,0.76987,0.89712,0.88958,0.84977,0.77916,0.79985,1.39753,0.0359,0.44719,0.86711,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,13188.4,0.83545,1.19784,0.1103,0.49594,0.86965,0.98326,0.96161,0.98359,0.76776,0.89125,0.88539,0.84932,0.77913,0.80407,1.39754,0.03735,0.44629,0.86931,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,13280.2,0.83505,1.34063,0.11347,0.49743,0.8669,0.97709,0.96681,0.98311,0.77209,0.88824,0.88084,0.83838,0.77044,0.79473,1.43307,0.03787,0.44301,0.86834,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,13373.4,0.83763,1.32138,0.11892,0.4961,0.86384,0.98419,0.96474,0.99066,0.77237,0.88924,0.88161,0.83744,0.7678,0.79601,1.47337,0.0368,0.44181,0.86747,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,13465.8,0.83455,1.23708,0.11574,0.49711,0.8663,0.98114,0.96348,0.98387,0.77558,0.89323,0.88413,0.84793,0.77983,0.78755,1.40639,0.03702,0.43964,0.86556,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,13558.2,0.83211,1.35221,0.11687,0.49054,0.86713,0.98418,0.96725,0.98806,0.77588,0.88541,0.88161,0.83387,0.76596,0.78649,1.48147,0.03714,0.44057,0.86554,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,13650.4,0.83256,1.24013,0.11397,0.49477,0.86435,0.98212,0.96872,0.99043,0.77577,0.88883,0.88161,0.83362,0.76656,0.78555,1.45034,0.03688,0.43664,0.86696,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,13743.2,0.82263,1.17742,0.11221,0.49017,0.86258,0.98016,0.96851,0.98345,0.77731,0.89473,0.8885,0.83769,0.7686,0.78013,1.40413,0.03642,0.43905,0.86463,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,13835.7,0.82751,1.22309,0.1085,0.49147,0.8644,0.98507,0.96977,0.99,0.77961,0.89249,0.88873,0.84242,0.77685,0.77695,1.42161,0.03628,0.43776,0.86247,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,13928,0.81562,1.16854,0.11172,0.48606,0.86127,0.98362,0.96725,0.98861,0.77936,0.89672,0.88578,0.84689,0.78016,0.77484,1.41815,0.03615,0.43777,0.86154,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,14020.9,0.81254,1.16291,0.10647,0.48707,0.86172,0.98184,0.96599,0.9836,0.78079,0.89764,0.8836,0.84272,0.7776,0.77402,1.42591,0.03569,0.43646,0.86113,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,14113.1,0.80593,1.20375,0.1119,0.4834,0.85897,0.98633,0.96599,0.98365,0.77871,0.90083,0.88161,0.84414,0.77744,0.77586,1.43657,0.03589,0.43567,0.86206,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,14205.6,0.81231,1.20939,0.10897,0.48359,0.85785,0.98367,0.96725,0.9835,0.77672,0.90065,0.89043,0.84782,0.77775,0.77175,1.40291,0.03523,0.43171,0.86357,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,14298.6,0.81531,1.19898,0.11118,0.48563,0.85896,0.98207,0.96551,0.98783,0.77913,0.90196,0.89214,0.84761,0.78551,0.77416,1.3277,0.03639,0.43234,0.86349,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,14391.3,0.80678,1.20313,0.1108,0.48433,0.8604,0.98831,0.9585,0.98348,0.78005,0.89894,0.89924,0.84966,0.78753,0.77089,1.30831,0.03547,0.42986,0.86291,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,14483.9,0.79878,1.15836,0.10668,0.47484,0.85735,0.9831,0.96222,0.98315,0.77925,0.89999,0.88665,0.84848,0.78887,0.76785,1.32387,0.03578,0.4293,0.86283,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,14576.8,0.80747,1.13497,0.10995,0.4831,0.86119,0.98448,0.96222,0.98807,0.78034,0.89957,0.88791,0.84954,0.7881,0.76911,1.3239,0.03648,0.43017,0.86269,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,14670.3,0.79606,1.17541,0.10968,0.47459,0.85721,0.98576,0.9597,0.98349,0.77834,0.89841,0.88791,0.85018,0.78935,0.76861,1.31465,0.03673,0.42653,0.86234,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,14763.5,0.79191,1.15571,0.10726,0.47373,0.8569,0.98702,0.9597,0.98353,0.77959,0.90369,0.89169,0.8567,0.78897,0.76569,1.2973,0.03715,0.42561,0.86208,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,14856.7,0.81189,1.16659,0.10787,0.47824,0.85751,0.98493,0.96222,0.98855,0.78066,0.89606,0.89031,0.84726,0.78307,0.76984,1.32113,0.03693,0.42593,0.86206,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,14949.8,0.79863,1.12985,0.11051,0.47259,0.85903,0.9871,0.96397,0.98885,0.78267,0.89612,0.89089,0.84731,0.78725,0.76929,1.32113,0.03669,0.42363,0.86192,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,15043.3,0.79062,1.11401,0.10676,0.47086,0.86032,0.98108,0.96977,0.98837,0.78369,0.89156,0.88539,0.84651,0.78507,0.76489,1.33677,0.03617,0.42396,0.86157,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,15136.2,0.78408,1.14785,0.1063,0.46865,0.85561,0.97663,0.97103,0.98368,0.78224,0.89394,0.89173,0.84658,0.78486,0.76461,1.35219,0.03601,0.42184,0.8618,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,15229.6,0.788,1.10257,0.10566,0.47071,0.85604,0.98181,0.96977,0.98383,0.78255,0.89432,0.89673,0.84791,0.78845,0.76534,1.3109,0.03561,0.41954,0.86021,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,15321.7,0.79045,1.05686,0.10179,0.46987,0.85727,0.97831,0.96977,0.98341,0.78136,0.89631,0.89924,0.84777,0.78897,0.7637,1.30563,0.03537,0.41676,0.85947,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,15413.5,0.77881,1.0539,0.10181,0.46752,0.85159,0.98217,0.9713,0.9906,0.78606,0.89435,0.89798,0.84792,0.78826,0.75745,1.30524,0.0351,0.41639,0.85783,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,15506.8,0.77184,1.0142,0.10442,0.4661,0.85139,0.98363,0.96725,0.99028,0.78465,0.89885,0.89532,0.85009,0.79191,0.75631,1.29685,0.03456,0.41655,0.85808,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,15599.1,0.76605,1.0613,0.10333,0.46421,0.85204,0.98458,0.96977,0.99064,0.78705,0.90337,0.89547,0.85632,0.79688,0.75998,1.25352,0.0342,0.41943,0.85908,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,15691.5,0.77401,1.02197,0.1047,0.46067,0.85115,0.9787,0.97481,0.99092,0.78445,0.90255,0.90554,0.85885,0.79431,0.76116,1.2398,0.03373,0.41736,0.85898,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,15784.3,0.77361,1.04933,0.10181,0.46091,0.85207,0.97811,0.97229,0.98396,0.78351,0.90063,0.89547,0.85491,0.78854,0.76302,1.29273,0.03315,0.41883,0.85918,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,15877.2,0.76894,0.98074,0.10168,0.45595,0.85153,0.98013,0.97103,0.98405,0.78016,0.90129,0.89295,0.84539,0.78257,0.76207,1.3153,0.03312,0.42065,0.85931,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,15969.9,0.7544,0.96798,0.0997,0.45746,0.84672,0.97844,0.97166,0.9918,0.78143,0.90115,0.89421,0.84679,0.78457,0.75892,1.31455,0.03361,0.41926,0.85872,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,16062.6,0.76143,0.97348,0.10424,0.45706,0.85298,0.9785,0.97452,0.98408,0.77908,0.89679,0.89295,0.84457,0.77924,0.75645,1.3488,0.03364,0.42049,0.85748,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,16155.9,0.76151,1.01263,0.10394,0.4592,0.85118,0.97644,0.97355,0.98404,0.78353,0.90564,0.90302,0.85751,0.78852,0.75612,1.27891,0.03392,0.41787,0.85738,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,16249.2,0.7499,0.9988,0.10249,0.45032,0.84845,0.97925,0.97355,0.99188,0.78218,0.90181,0.89673,0.84644,0.78447,0.75659,1.28738,0.03349,0.41774,0.85743,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,16342,0.75696,1.0847,0.10102,0.45579,0.85038,0.98434,0.96725,0.99176,0.78282,0.90844,0.88539,0.8541,0.78415,0.75609,1.29618,0.03387,0.41727,0.85828,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,16435.4,0.75493,0.95566,0.10691,0.45712,0.84826,0.98335,0.96688,0.9841,0.78423,0.91181,0.88543,0.85744,0.7919,0.75482,1.28326,0.03375,0.41693,0.85808,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,16529,0.76154,0.98392,0.10165,0.45297,0.8487,0.9809,0.97042,0.98414,0.78091,0.91125,0.89043,0.85687,0.78627,0.75454,1.2826,0.03346,0.41496,0.85813,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,16621.8,0.74661,0.98209,0.10039,0.44972,0.85226,0.97726,0.97442,0.99099,0.78531,0.91379,0.89043,0.85602,0.79039,0.75612,1.2682,0.03338,0.41515,0.85839,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,16714.4,0.74429,0.9537,0.09987,0.44687,0.8449,0.98585,0.96518,0.99245,0.78753,0.90605,0.89798,0.85986,0.79327,0.75667,1.26409,0.03336,0.41539,0.85869,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,16807.1,0.74979,0.93224,0.09967,0.45013,0.84658,0.9777,0.97229,0.99219,0.78881,0.90616,0.89996,0.85993,0.79243,0.75616,1.26855,0.03362,0.41658,0.85875,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,16899.4,0.73762,0.96819,0.10437,0.44708,0.84807,0.97534,0.97355,0.98917,0.78558,0.89307,0.9046,0.85386,0.78822,0.75792,1.29075,0.03376,0.41449,0.8593,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,16991.3,0.73968,0.94207,0.10005,0.44593,0.84785,0.97479,0.97384,0.98989,0.78476,0.89504,0.90176,0.85522,0.78798,0.75752,1.29156,0.03387,0.41437,0.85905,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,17083.8,0.73988,0.95895,0.09688,0.44243,0.8442,0.97364,0.97676,0.98954,0.78587,0.89641,0.90459,0.85667,0.78618,0.75719,1.28298,0.03385,0.4118,0.8587,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,17177,0.73524,0.90306,0.09603,0.44134,0.84287,0.97368,0.97229,0.98398,0.78516,0.89366,0.89924,0.84773,0.78896,0.75676,1.28664,0.03311,0.41262,0.85815,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,17270.9,0.728,0.9729,0.10037,0.4402,0.84706,0.97237,0.97528,0.98404,0.7857,0.89957,0.90247,0.84933,0.79023,0.7556,1.27466,0.03288,0.41156,0.8582,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
